loan_id,application_date,age,income,loan_amount,credit_score,employment_length,debt_to_income,num_late_payments,loan_term,monthly_income,annual_income,default
114,2019-03-16,47,27024.902497399133,21506.84761771964,797.059368998823,2.653627763034743,0.5418298719970089,2,60,692.2228856274356,23418.962125586742,0
115,2019-03-16,65,11452.851910394827,14479.88941777555,584.6111228175102,5.522068314873054,0.2071525428891804,1,48,3045.171568732512,44939.03988112224,1
116,2019-03-16,22,48106.36003795643,19799.5328715268,624.123787386689,9.447240952822158,0.2484507292312203,0,60,416.6666666666667,26912.12809783709,0
117,2019-03-17,69,35904.26376227264,8358.687021717371,597.2230584235805,,0.2341010832093764,0,60,1150.7162526242737,58119.30214078865,0
118,2019-03-17,25,5000.0,30728.27425971685,506.5057569904374,5.675270987512478,0.4745287717793915,1,48,2650.815212102149,58666.75913955099,1
119,2019-03-18,60,41130.32799783495,16979.967231344217,691.4258251612016,3.405133716233485,0.4850597882592595,2,36,2501.602784588107,64630.51031478995,0
120,2019-03-19,60,57367.702771893615,11659.62154187212,660.154642614942,8.105698264113636,0.4176837978977762,2,36,3385.096194761433,44213.46155612962,0
121,2019-03-20,67,20395.21811296109,20169.48809709222,663.2825557634437,6.608656775549552,0.5275240500334891,2,60,3307.5201938295963,33935.35291752436,0
122,2019-03-20,68,29311.01377132311,21864.465804367712,527.2490036164209,6.543908972200071,0.1732938698935428,1,48,3500.511370809873,35546.46128994015,0
123,2019-03-21,27,46613.82564123831,20072.61328831388,712.2235448748879,7.327317198802797,0.6000836167326705,1,24,3551.7203941216817,34448.68625796619,1
124,2019-03-21,45,5000.0,7041.566068784635,487.8519149766176,2.1478596779764807,0.5784857932568387,2,60,3749.486739087047,43720.08307493661,1
125,2019-03-21,53,31994.780502014703,24141.339990580324,646.9485675040216,7.541393460569431,0.460343299586862,0,60,2134.527486568381,46549.10883382904,1
126,2019-03-22,27,45199.0951070875,12241.117975257745,775.2364500647983,5.463580335355075,0.617269836315659,1,12,2427.3429341285814,58473.46549025347,0
127,2019-03-22,31,31583.229291146323,14871.244502751504,520.757093989545,8.424493505401886,0.1015065188483339,3,36,3287.2357592148924,40301.85123394048,0
128,2019-03-22,55,20529.87270862513,1000.0,554.6961816317782,,0.2713327795606022,0,48,3306.654644992179,18951.590041996624,1
129,2019-03-23,54,21248.669873591152,11287.594989893438,607.9721092070113,,0.2397044808977071,0,24,1980.92412671296,33888.68610307147,0
130,2019-03-23,64,15818.297027118406,11237.218336723749,559.721947670704,,0.4582218985636014,1,24,4685.282559599647,63337.77670084784,1
131,2019-03-23,22,30504.468991574773,18604.86268332576,475.9469255147094,3.362164360806768,0.1924788890596781,1,60,4239.334180271865,16651.32144291979,0
132,2019-03-24,23,55849.92923891541,10800.02938521404,605.4850379844822,2.2947949008480237,0.4636242724006228,0,24,2258.6874766294227,51087.249406020725,0
133,2019-03-24,47,75428.3605475532,2027.1886167640787,515.0157029019116,,0.555580421599507,2,24,3072.875817187476,34141.40329624839,0
134,2019-03-25,36,40542.74094164637,16950.74937994805,637.8873944508146,2.4294001408021098,0.4542804350125998,2,60,5845.257896829728,26748.035344007192,1
135,2019-03-27,69,51523.72865728815,12996.56534231743,526.4460612612958,3.991790422336459,0.3925626535492251,2,36,3534.0546306261854,45934.16573668188,1
136,2019-03-28,66,25887.668887119544,9171.598525353102,723.9947524014032,,0.2018189988648876,0,12,3827.940777333415,63414.29538434148,0
137,2019-03-28,31,8625.221449534376,15700.210798760156,537.3397366131011,,0.2229723550811952,3,36,2572.163894419421,45106.66265174757,0
138,2019-03-30,28,67774.13615559175,1000.0,574.2350787035459,7.027242952536758,0.5374428357945,0,36,2941.9431976729065,36061.83684938141,1
139,2019-03-30,63,31073.518884282552,19963.67841969869,665.0813773895736,0.3302145340669336,0.4669023505857998,2,12,5222.490815562586,20559.261405904464,1
140,2019-03-31,22,50780.62438864179,13537.579586138694,501.5308546852836,2.82456820855297,0.3441470720933683,3,60,3474.951367449004,38517.26258345895,1
141,2019-03-31,62,42376.91777678294,12861.591404879644,618.1967947683304,2.6833740110972304,0.2873135681351164,4,36,3244.6730597422315,20017.752695658382,0
142,2019-03-31,48,54918.86393253584,22622.400860843176,704.5714203425943,4.315904851128796,0.0461288190332934,2,48,3342.8846907539155,35351.13667869655,0
143,2019-04-01,61,54311.46490563963,10713.434754246064,471.40134123510177,0.0,0.1893721371973341,2,48,6515.061818852314,39054.13527412594,0
144,2019-04-02,49,44165.88484501765,17069.24823986521,614.7707086825843,,0.6367128630709584,1,12,3383.092712268189,5000.0,0
145,2019-04-02,41,45816.718140435805,13963.864615495995,620.7906235398739,5.181192037732916,0.1579316643496299,4,48,2295.737459316332,60824.83306881831,1
146,2019-04-03,68,58188.76872960326,40727.57794489332,662.5458297421849,4.597127204060482,0.378421973183162,3,60,2514.144706314285,21422.177903193424,0
147,2019-04-03,27,33854.60685559976,18907.19649889956,501.0439431297534,7.264919973412383,0.5011165959792797,3,24,4309.278336318464,37210.61198243958,0
148,2019-04-03,30,63334.22442194089,5868.345606338889,494.3634709532579,,0.1617615997996561,2,60,1547.7319250248622,48007.49868718775,1
149,2019-04-04,64,29382.156288926075,29017.689257644863,641.7553252493518,,0.3777065712171624,1,12,3896.562060163621,59628.24577268769,0
150,2019-04-04,69,41148.69896805201,23343.948997272342,623.7587738586549,4.953097101632485,0.4906873306265982,3,24,2428.5614237715304,28117.70490440752,1
151,2019-04-04,30,49437.69786811832,15359.694094066812,620.0394280276702,5.314129853660194,0.3518748982860875,1,48,1009.8713877683236,5000.0,1
152,2019-04-05,53,15563.600670540209,11501.378521221968,627.715856759758,,0.7802604583500152,0,36,2108.2430621913395,56179.9557401693,0
153,2019-04-05,39,60727.72053689624,4388.986830589845,545.5980222737207,6.596145150930189,0.0997101111682707,3,48,3367.750595431658,21257.576703606854,0
154,2019-04-05,26,47138.51251787471,18444.303145585043,618.5802957728803,10.184827497885664,0.5088092794825818,2,60,5077.292575199354,45391.648653755925,1
155,2019-04-06,36,89514.57841452291,9598.748997999155,623.4457978638945,5.420413410830116,0.3240797393905303,3,60,4474.995098266631,46323.84550203469,0
156,2019-04-07,69,71210.38765645446,7960.25313914793,542.8518865578906,6.952088272673693,0.4657880232255012,3,12,2966.220550619892,5000.0,0
157,2019-04-07,24,39836.48303494428,21203.276275231787,749.2619608915805,,0.4161960727548868,0,36,4548.567170605949,15777.448426833404,0
158,2019-04-08,32,66783.80053714108,27359.237589673157,637.906633672943,5.971130455401353,0.2400265704335005,3,36,2887.358546784515,33087.83189924297,0
159,2019-04-09,34,52710.04488031365,11189.815817860976,504.6957202237881,6.127411982691283,0.384349458868901,2,24,1500.1938524009718,5000.0,1
160,2019-04-10,63,43466.60752770188,21447.147682657003,652.5242886907064,3.6683060380985024,0.0713147822902569,2,24,3359.692877874179,19929.23085613881,0
161,2019-04-11,31,15109.563111553443,16697.75302700821,522.0254663818143,,0.440487125085709,3,60,1450.9158395748525,41843.17840190001,1
162,2019-04-11,58,18646.97288544653,17870.628261162165,662.9667682993961,6.923483368662955,0.3947237698985788,1,12,4322.593717689661,38672.74521863097,0
163,2019-04-12,65,40065.5537737445,8451.031302686533,692.6876463205923,6.363225261061336,0.4457990252964653,1,60,4340.68344459193,44539.816459664085,0
164,2019-04-12,19,32569.53059815082,13301.20868772522,534.3454145318632,,0.5087177487630725,2,36,2233.3709089205054,46738.31468093278,0
165,2019-04-13,31,43377.8383719554,6226.899930889444,677.0700903395457,5.013627139339958,0.4051429760314566,1,36,3515.3302168654104,14772.556495305798,0
166,2019-04-15,21,60585.54746404452,5219.221216091268,633.0224741549199,,0.3722134129697414,0,60,3503.394876072635,20727.27604881041,0
167,2019-04-15,20,52974.37308756514,19146.20182429083,665.7648127995592,5.034576728305568,0.2178397495008061,2,36,4423.287560542385,51420.49284268075,0
168,2019-04-15,20,29555.708756321168,10805.688711749706,751.7434386123158,7.308515153883948,0.2431668854526423,4,24,1776.9980158535234,62864.9536150402,0
169,2019-04-17,28,53874.36841758639,7679.336057181195,580.3689507197704,,0.5280101930265997,2,36,4082.692737793559,25488.87926706681,0
170,2019-04-17,22,26289.29018739223,5323.929273466018,539.7011068514008,4.981481077160053,0.5654503108558968,0,24,1687.3717695764462,43883.58391145436,1
171,2019-04-17,65,22866.39622023335,2890.099342600517,528.8388456299581,6.999148567632673,0.3142834345531918,1,48,4304.8192554244215,52106.24339970843,0
172,2019-04-18,46,45724.55601553052,1000.0,534.7351772027649,5.7043081030780005,0.3569004120879911,5,12,4661.705084999766,43563.33425783928,1
173,2019-04-19,45,27782.461115763734,15887.558385962677,593.8318632468716,3.924983660254053,0.214307843750935,4,12,2496.344091283468,36268.50541868529,0
174,2019-04-20,40,30372.313258520397,1000.0,627.2921579853315,,0.5259135267901167,4,36,4857.244416510258,30390.250083265106,0
175,2019-04-20,47,54909.580961132175,18770.553363863342,622.1352639464016,,0.4498125235537668,4,12,1365.7921295598478,69779.03807148311,0
176,2019-04-21,40,49864.50536511536,18714.19717459972,666.1746599228819,1.3270993572665637,0.6411826154695623,3,48,4707.812639846518,41443.13562290462,0
177,2019-04-21,68,34422.914788249946,14207.001668897152,601.0401513502326,,0.2182515384230391,2,36,5131.403631036635,45834.13046825912,0
178,2019-04-21,58,15623.515469232058,15593.072320413254,716.2827261725854,5.183752241463092,0.2932988151472674,1,24,3765.602326022748,44864.80121120368,0
179,2019-04-21,39,28972.565348995497,12717.118833775085,578.8274533409635,9.484937040662349,0.3847168883788358,1,48,3088.9261070466323,27813.723894987816,0
180,2019-04-22,60,69131.17015247801,16801.538619927465,817.6135333271695,0.0,0.4469734306588656,1,48,3723.858108458237,40762.315349714576,0
181,2019-04-22,29,54498.1062249912,16708.535466340072,650.0533878212005,3.980094485422687,0.3176498543678551,0,12,2578.6353724194246,35166.35968182847,0
182,2019-04-23,44,61353.864265304175,25412.090907839112,531.4273954866974,7.20012555908985,0.2190558364319449,1,24,6614.116682286764,34897.78613246673,0
183,2019-04-24,57,43840.37117352812,27262.632781300308,514.328600155111,8.427986848747228,0.4822111293385356,4,60,2600.169220290469,44754.38711528146,0
184,2019-04-24,63,34734.27613791668,27017.553737185543,638.5977932194548,7.32161751473819,0.4581703043818372,0,48,4980.084795404981,26265.355401469897,0
185,2019-04-26,66,53577.88851057833,8618.129009600627,582.122977173932,2.1407666351014067,0.2125588849154412,1,12,2406.799061553156,21928.17368794378,1
186,2019-04-26,69,59227.58542892942,21061.80141124444,657.1200395273673,,0.5533164201658243,3,48,5329.343682712894,47540.8759060813,1
187,2019-04-27,32,32803.87157056657,19048.5131031444,637.8590099658836,0.0,0.5255298063794905,1,24,5848.744060527296,32025.84111056995,0
188,2019-04-28,64,29301.92795532949,9808.361714904144,594.1736869874502,5.136280360885333,0.3701444745871689,2,24,3815.821847107512,34824.764195848955,0
189,2019-04-29,40,17181.105404826096,7909.172181514096,532.2565025545276,8.489843927225067,0.3619396793564054,1,36,3691.654919042272,11068.05170985008,0
190,2019-04-29,61,28923.62491084204,11986.396109022162,478.8122220251309,,0.433108665667386,2,60,2137.60955235261,54446.24173264951,0
191,2019-04-30,58,50033.78314515583,6512.932627501716,564.2788038346383,,0.2207445394615612,3,60,1988.748821372977,47860.2431787354,1
192,2019-05-01,61,31056.0867318257,3885.74985101384,668.5119035458778,6.650139902951198,0.3545047218746123,1,12,3705.726589790369,50621.03177967745,0
193,2019-05-01,36,53975.95076456274,18979.056693536164,617.1274995304163,,0.0271424683086229,5,60,5156.073929809734,45809.88430596617,0
